Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2023-10-27,Chocolate Com Amêndoas,17,22.31,379.27,ChocoFranq 9,Maria Fernanda Costa,DF,Online
2023-12-17,Chocolate Zero Açúcar,9,49.12,442.08,ChocoFranq 3,Rafaela Peixoto,MG,Online
2024-01-28,Chocolate Meio Amargo,19,34.76,660.44,ChocoFranq 6,Olivia da Mota,PR,Online
2023-09-01,Chocolate Com Menta,15,38.7,580.5,ChocoFranq 7,Alexandre Freitas,MG,Franquia
2023-09-23,Chocolate Ao Leite,6,25.96,155.76,ChocoFranq 8,Isaac Costa,DF,Online
2023-05-08,Chocolate Recheado,2,48.23,96.46,ChocoFranq 8,Valentina Teixeira,PE,Online
2023-04-02,Chocolate Diet,1,24.52,24.52,ChocoFranq 5,Rafaela Peixoto,MG,Franquia
2023-07-09,Chocolate Meio Amargo,1,27.65,27.65,ChocoFranq 10,Catarina Farias,MG,Franquia
2024-02-26,Chocolate Com Menta,4,16.32,65.28,ChocoFranq 8,Isadora Moura,PE,Online
2023-01-10,Chocolate Com Castanha,2,13.75,27.5,ChocoFranq 7,Maria Fernanda Costa,SP,Online
2023-05-08,Chocolate Recheado,18,34.36,618.48,ChocoFranq 7,Juliana Farias,SC,Online
2024-03-18,Chocolate Recheado,19,27.31,518.89,ChocoFranq 8,Juliana Farias,DF,Online
2023-09-19,Chocolate Meio Amargo,6,22.23,133.38,ChocoFranq 2,Fernando Silva,SP,Franquia
2024-04-29,Chocolate Com Menta,2,25.12,50.24,ChocoFranq 9,Nicole Rodrigues,CE,Franquia
2023-10-31,Chocolate Branco,13,40.92,531.96,ChocoFranq 3,Ana Júlia Santos,SP,Online
2024-03-26,Chocolate Diet,6,41.52,249.12,ChocoFranq 6,Alexandre Freitas,SP,Franquia
2023-01-27,Chocolate Zero Açúcar,7,11.37,79.59,ChocoFranq 3,Catarina Farias,RJ,Online
2023-02-12,Chocolate Trufado,20,18.83,376.6,ChocoFranq 10,Rafael Moura,PR,Franquia
2024-05-02,Chocolate Com Avelã,14,38.12,533.68,ChocoFranq 6,Davi Lucca da Cunha,SC,Online
2023-04-08,Chocolate Branco,20,24.09,481.8,ChocoFranq 7,Guilherme Porto,RJ,Franquia
2023-08-17,Chocolate Com Menta,8,46.25,370.0,ChocoFranq 6,João Gabriel Cavalcanti,DF,Franquia
2024-02-09,Chocolate Com Avelã,7,7.11,49.77,ChocoFranq 9,Guilherme Porto,RJ,Online
2023-11-19,Chocolate Trufado,13,39.2,509.6,ChocoFranq 10,Rafaela Peixoto,BA,Franquia
2024-03-22,Chocolate Meio Amargo,7,20.53,143.71,ChocoFranq 9,Guilherme Porto,MG,Franquia
2023-08-18,Chocolate Com Castanha,16,18.82,301.12,ChocoFranq 5,Marcela Dias,SC,Online
2024-03-08,Chocolate Recheado,17,43.24,735.08,ChocoFranq 8,Calebe Freitas,DF,Franquia
2023-10-12,Chocolate Com Avelã,7,32.8,229.6,ChocoFranq 5,Luiz Gustavo Carvalho,CE,Franquia
2023-10-28,Chocolate Ao Leite,8,37.97,303.76,ChocoFranq 9,Guilherme Porto,PE,Online
2023-10-02,Chocolate Com Caramelo,4,26.09,104.36,ChocoFranq 6,Isadora Moura,RS,Online
2024-03-15,Chocolate Ao Leite,19,15.58,296.02,ChocoFranq 1,Rafaela Peixoto,CE,Franquia
2024-01-05,Chocolate Com Menta,17,22.91,389.47,ChocoFranq 7,Olivia da Mota,PE,Online
2023-05-15,Chocolate Branco,2,40.71,81.42,ChocoFranq 6,Olivia da Mota,PR,Online
2024-02-24,Chocolate Zero Açúcar,4,5.05,20.2,ChocoFranq 3,Luiz Gustavo Carvalho,RJ,Franquia
2023-08-01,Chocolate Branco,6,18.94,113.64,ChocoFranq 10,Davi Lucas Costa,DF,Franquia
2023-06-18,Chocolate Com Caramelo,11,21.8,239.8,ChocoFranq 3,Guilherme Porto,CE,Franquia
2023-08-14,Chocolate Com Amêndoas,16,18.12,289.92,ChocoFranq 2,Nicole Rodrigues,MG,Online
2024-01-07,Chocolate Ao Leite,5,44.38,221.9,ChocoFranq 9,Juliana Farias,SC,Franquia
2024-04-21,Chocolate Com Morango,17,19.75,335.75,ChocoFranq 10,João Gabriel Cavalcanti,SP,Online
2023-12-29,Chocolate Trufado,3,47.86,143.58,ChocoFranq 5,Lorenzo Silva,MG,Online
2023-07-25,Chocolate Zero Açúcar,4,42.27,169.08,ChocoFranq 2,Isaac Costa,SC,Online
2024-03-26,Chocolate Meio Amargo,5,18.42,92.1,ChocoFranq 5,Luiz Gustavo Carvalho,CE,Franquia
2023-05-30,Chocolate Recheado,6,36.83,220.98,ChocoFranq 1,Olivia da Mota,PE,Franquia
2024-04-06,Chocolate Zero Açúcar,18,26.5,477.0,ChocoFranq 9,Maria Fernanda Costa,RJ,Online
2023-06-21,Chocolate Diet,7,6.34,44.38,ChocoFranq 7,Calebe Freitas,SP,Franquia
2024-03-19,Chocolate Recheado,1,13.33,13.33,ChocoFranq 4,Leandro Oliveira,MG,Online
2024-04-14,Chocolate Com Caramelo,14,11.66,163.24,ChocoFranq 6,Dr. Enzo Gabriel Fogaça,SC,Franquia
2023-08-21,Chocolate Zero Açúcar,16,42.23,675.68,ChocoFranq 9,Lorenzo Silva,MG,Online
2023-10-05,Chocolate Ao Leite,6,25.59,153.54,ChocoFranq 6,Dr. Enzo Gabriel Fogaça,SP,Franquia
2023-04-29,Chocolate Vegano,5,28.5,142.5,ChocoFranq 7,Juliana Pinto,CE,Franquia
2023-07-30,Chocolate Com Amêndoas,11,16.86,185.46,ChocoFranq 6,Davi Lucas Costa,SC,Online
2023-04-18,Chocolate Recheado,18,26.22,471.96,ChocoFranq 3,Lorenzo Silva,CE,Online
2023-06-20,Chocolate Diet,6,19.26,115.56,ChocoFranq 10,Juliana Farias,CE,Franquia
2024-05-13,Chocolate Diet,15,8.41,126.15,ChocoFranq 4,Nicole Rodrigues,CE,Franquia
2023-06-24,Chocolate Com Castanha,13,9.1,118.3,ChocoFranq 5,João Gabriel Cavalcanti,MG,Franquia
2023-11-21,Chocolate Vegano,4,13.33,53.32,ChocoFranq 5,Juliana Pinto,PE,Online
2024-05-06,Chocolate 70% Cacau,10,7.78,77.8,ChocoFranq 5,Maria Fernanda Costa,RS,Franquia
2023-11-29,Chocolate Com Amêndoas,14,11.33,158.62,ChocoFranq 10,Rafael Moura,PR,Online
2023-05-10,Chocolate Com Caramelo,1,16.42,16.42,ChocoFranq 1,Dr. Ryan Caldeira,RS,Online
2023-07-20,Chocolate Zero Açúcar,18,19.09,343.62,ChocoFranq 1,Nicolas Rezende,PE,Online
2023-12-19,Chocolate Com Menta,11,34.85,383.35,ChocoFranq 10,Ana Júlia Santos,BA,Franquia
2023-07-01,Chocolate 70% Cacau,2,32.11,64.22,ChocoFranq 5,Marcela Dias,DF,Franquia
2023-02-11,Chocolate Com Morango,6,38.94,233.64,ChocoFranq 6,Leandro Moreira,MG,Online
2023-06-09,Chocolate Com Morango,20,5.1,102.0,ChocoFranq 1,Ana Júlia Santos,CE,Online
2023-02-28,Chocolate Vegano,5,15.61,78.05,ChocoFranq 7,Alexandre Freitas,RS,Franquia
2024-03-23,Chocolate Diet,15,39.4,591.0,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,MG,Online
2023-02-06,Chocolate Com Avelã,5,41.22,206.1,ChocoFranq 10,Nicolas Rezende,DF,Franquia
2023-05-11,Chocolate Zero Açúcar,20,44.78,895.6,ChocoFranq 6,Luiz Gustavo Carvalho,BA,Online
2023-07-24,Chocolate Zero Açúcar,2,34.22,68.44,ChocoFranq 8,Alexandre Freitas,PE,Franquia
2023-01-08,Chocolate Com Avelã,8,20.56,164.48,ChocoFranq 9,Calebe Freitas,RJ,Franquia
2024-05-03,Chocolate Meio Amargo,13,42.62,554.06,ChocoFranq 1,Sr. Breno Silva,MG,Online
2023-12-24,Chocolate Com Avelã,14,45.73,640.22,ChocoFranq 3,Guilherme Porto,PE,Franquia
2024-04-18,Chocolate Com Amêndoas,6,28.48,170.88,ChocoFranq 10,Lorenzo Silva,RS,Online
2023-11-30,Chocolate Com Avelã,14,20.47,286.58,ChocoFranq 4,Alexandre Freitas,RJ,Online
2023-01-13,Chocolate Com Castanha,2,20.58,41.16,ChocoFranq 6,Davi Lucca da Cunha,PE,Franquia
2024-05-08,Chocolate Trufado,12,15.81,189.72,ChocoFranq 4,Rafaela Peixoto,CE,Online
2023-12-26,Chocolate Zero Açúcar,19,44.23,840.37,ChocoFranq 6,Fernando Silva,SP,Franquia
2023-09-04,Chocolate Zero Açúcar,12,22.82,273.84,ChocoFranq 2,Kamilly Sales,BA,Franquia
2024-02-25,Chocolate Ao Leite,9,34.93,314.37,ChocoFranq 2,Leandro Moreira,DF,Online
2023-05-18,Chocolate Com Amêndoas,7,6.04,42.28,ChocoFranq 2,Juliana Farias,PE,Franquia
2023-03-23,Chocolate Com Avelã,12,43.98,527.76,ChocoFranq 7,Olivia da Mota,BA,Online
2023-11-17,Chocolate Com Morango,2,22.48,44.96,ChocoFranq 10,Kamilly Sales,BA,Online
2024-02-03,Chocolate Zero Açúcar,16,13.3,212.8,ChocoFranq 1,Maria Fernanda Costa,CE,Franquia
2023-09-16,Chocolate Meio Amargo,4,49.27,197.08,ChocoFranq 5,Henrique Araújo,SC,Franquia
2023-02-13,Chocolate Branco,10,18.66,186.6,ChocoFranq 9,Calebe Freitas,PR,Online
2023-06-30,Chocolate Vegano,18,39.17,705.06,ChocoFranq 9,Kamilly Sales,PR,Franquia
2023-04-28,Chocolate Com Avelã,7,19.95,139.65,ChocoFranq 2,Isaac Costa,RS,Online
2023-12-16,Chocolate Com Caramelo,11,28.87,317.57,ChocoFranq 5,Lorenzo Silva,RJ,Franquia
2023-02-19,Chocolate Com Avelã,19,13.31,252.89,ChocoFranq 4,Davi Lucca da Cunha,PE,Online
2024-04-22,Chocolate Trufado,8,39.6,316.8,ChocoFranq 1,Olivia da Mota,PR,Online
2023-10-21,Chocolate Meio Amargo,14,8.65,121.1,ChocoFranq 7,Rafaela Peixoto,RJ,Online
2023-04-18,Chocolate Branco,14,28.03,392.42,ChocoFranq 6,Olivia da Mota,SC,Franquia
2023-07-27,Chocolate Branco,7,27.1,189.7,ChocoFranq 8,Catarina Farias,BA,Franquia
2023-10-03,Chocolate Com Avelã,7,13.4,93.8,ChocoFranq 8,Isaac Costa,CE,Franquia
2024-02-16,Chocolate Com Caramelo,1,47.03,47.03,ChocoFranq 3,Juliana Pinto,SP,Franquia
2023-10-10,Chocolate Recheado,15,23.12,346.8,ChocoFranq 6,João Gabriel Cavalcanti,PR,Franquia
2023-01-27,Chocolate Trufado,8,39.77,318.16,ChocoFranq 1,Dr. Ryan Caldeira,SP,Online
2023-05-30,Chocolate 70% Cacau,14,10.94,153.16,ChocoFranq 8,Marcela Dias,PE,Online
2023-10-01,Chocolate Trufado,3,17.29,51.87,ChocoFranq 5,Ana Júlia Santos,SP,Online
2024-03-18,Chocolate Com Avelã,20,18.43,368.6,ChocoFranq 6,Sr. Breno Silva,RJ,Online
2023-02-19,Chocolate 70% Cacau,14,35.44,496.16,ChocoFranq 3,Rafaela Peixoto,CE,Franquia
2023-10-03,Chocolate Meio Amargo,7,34.92,244.44,ChocoFranq 6,Juliana Farias,SP,Online
2023-07-27,Chocolate Diet,7,36.26,253.82,ChocoFranq 4,Luiz Gustavo Carvalho,BA,Franquia
2023-09-12,Chocolate Branco,9,14.2,127.8,ChocoFranq 8,Ana Júlia Santos,PR,Online
2023-09-07,Chocolate Trufado,2,29.74,59.48,ChocoFranq 10,João Gabriel Cavalcanti,CE,Online
2023-10-05,Chocolate Branco,5,44.95,224.75,ChocoFranq 2,Isaac Costa,MG,Franquia
2023-06-18,Chocolate Meio Amargo,19,41.63,790.97,ChocoFranq 7,Davi Lucas Costa,PE,Online
2023-07-31,Chocolate Diet,1,19.11,19.11,ChocoFranq 7,Rafaela Peixoto,PR,Franquia
2023-11-25,Chocolate Diet,20,40.97,819.4,ChocoFranq 5,Rafael Moura,PR,Franquia
2023-06-22,Chocolate 70% Cacau,6,36.29,217.74,ChocoFranq 10,Kamilly Sales,RJ,Franquia
2023-05-25,Chocolate 70% Cacau,3,20.77,62.31,ChocoFranq 8,Nicole Rodrigues,SP,Online
2023-02-12,Chocolate Com Caramelo,16,35.41,566.56,ChocoFranq 7,Catarina Farias,DF,Franquia
2023-08-29,Chocolate Com Amêndoas,11,34.96,384.56,ChocoFranq 9,Kamilly Sales,SC,Franquia
2023-04-25,Chocolate 70% Cacau,14,30.79,431.06,ChocoFranq 5,Fernando Silva,DF,Online
2024-02-13,Chocolate Ao Leite,8,24.19,193.52,ChocoFranq 7,Catarina Farias,BA,Online
2023-09-15,Chocolate Trufado,14,32.91,460.74,ChocoFranq 7,Nicolas Rezende,PE,Franquia
2023-12-08,Chocolate Ao Leite,4,23.33,93.32,ChocoFranq 9,Nicolas Rezende,MG,Online
2024-05-06,Chocolate Trufado,6,41.6,249.6,ChocoFranq 6,João Gabriel Cavalcanti,PE,Franquia
2023-06-21,Chocolate Com Amêndoas,7,22.81,159.67,ChocoFranq 1,Fernando Silva,DF,Franquia
2023-04-18,Chocolate Branco,8,26.56,212.48,ChocoFranq 1,Rafael Moura,SC,Franquia
2023-04-13,Chocolate Recheado,5,33.02,165.1,ChocoFranq 2,Nicole Rodrigues,MG,Franquia
2024-04-20,Chocolate Vegano,19,9.06,172.14,ChocoFranq 5,Guilherme Porto,DF,Franquia
2023-06-11,Chocolate Com Avelã,13,37.08,482.04,ChocoFranq 3,Davi Lucas Costa,DF,Online
2024-01-28,Chocolate Branco,8,36.62,292.96,ChocoFranq 9,Dr. Ryan Caldeira,RJ,Franquia
2023-04-12,Chocolate Vegano,11,36.31,399.41,ChocoFranq 10,Guilherme Porto,BA,Online
2024-05-07,Chocolate Zero Açúcar,1,9.08,9.08,ChocoFranq 10,Luiz Gustavo Carvalho,RJ,Online
2023-10-24,Chocolate 70% Cacau,13,16.48,214.24,ChocoFranq 5,Alexandre Freitas,MG,Online
2023-01-29,Chocolate Com Morango,5,15.22,76.1,ChocoFranq 4,Rafaela Peixoto,MG,Online
2023-07-15,Chocolate Recheado,7,18.53,129.71,ChocoFranq 1,Leandro Moreira,RJ,Franquia
2023-11-03,Chocolate Com Morango,12,44.0,528.0,ChocoFranq 3,Leandro Oliveira,SC,Online
2024-02-03,Chocolate Com Castanha,2,22.97,45.94,ChocoFranq 8,João Gabriel Cavalcanti,PE,Franquia
2023-10-25,Chocolate Com Avelã,11,47.08,517.88,ChocoFranq 9,Lorenzo Silva,CE,Franquia
2023-09-02,Chocolate Branco,19,17.47,331.93,ChocoFranq 8,Leandro Oliveira,SP,Franquia
2023-06-18,Chocolate Com Castanha,19,42.81,813.39,ChocoFranq 9,Isaac Costa,SC,Franquia
2024-02-05,Chocolate Vegano,20,5.47,109.4,ChocoFranq 2,Leandro Moreira,SC,Franquia
2023-03-18,Chocolate Vegano,14,48.38,677.32,ChocoFranq 3,Lorenzo Silva,RJ,Franquia
2023-01-17,Chocolate Com Menta,7,41.05,287.35,ChocoFranq 8,Guilherme Porto,BA,Franquia
2024-01-15,Chocolate 70% Cacau,10,14.81,148.1,ChocoFranq 1,Isaac Costa,MG,Franquia
2023-08-17,Chocolate Vegano,10,37.17,371.7,ChocoFranq 2,Fernando Silva,RJ,Online
2024-04-04,Chocolate Diet,15,26.53,397.95,ChocoFranq 7,Marcela Dias,BA,Franquia
2023-02-12,Chocolate Ao Leite,16,27.76,444.16,ChocoFranq 3,Isaac Costa,CE,Franquia
2023-09-09,Chocolate Diet,5,17.25,86.25,ChocoFranq 9,Leandro Oliveira,BA,Online
2023-07-22,Chocolate Com Caramelo,2,42.87,85.74,ChocoFranq 10,Rafael Moura,SP,Online
2023-04-07,Chocolate Zero Açúcar,3,33.84,101.52,ChocoFranq 9,Leandro Oliveira,PR,Online
2023-11-30,Chocolate Zero Açúcar,16,39.44,631.04,ChocoFranq 3,Rafaela Peixoto,SP,Online
2023-04-03,Chocolate Com Menta,5,47.22,236.1,ChocoFranq 9,Maria Fernanda Costa,SC,Franquia
2023-01-19,Chocolate Com Menta,5,47.68,238.4,ChocoFranq 2,Rafael Moura,PE,Online
2023-12-23,Chocolate Com Amêndoas,6,10.11,60.66,ChocoFranq 4,Dr. Ryan Caldeira,DF,Online
2023-02-05,Chocolate Diet,8,20.68,165.44,ChocoFranq 9,Valentina Teixeira,MG,Franquia
2024-02-10,Chocolate 70% Cacau,17,10.11,171.87,ChocoFranq 7,Olivia da Mota,PR,Franquia
2023-11-12,Chocolate Com Menta,12,7.51,90.12,ChocoFranq 3,Luiz Gustavo Carvalho,SP,Franquia
2023-12-16,Chocolate Ao Leite,5,45.26,226.3,ChocoFranq 10,Henrique Araújo,MG,Online
2023-03-31,Chocolate Vegano,16,39.93,638.88,ChocoFranq 9,Fernando Silva,SP,Franquia
2023-11-22,Chocolate Vegano,2,27.87,55.74,ChocoFranq 8,Rafaela Peixoto,CE,Online
2024-01-12,Chocolate Diet,12,39.38,472.56,ChocoFranq 2,Leandro Oliveira,CE,Franquia
2023-04-05,Chocolate Com Amêndoas,19,28.42,539.98,ChocoFranq 3,Sr. Breno Silva,PR,Online
2023-01-27,Chocolate Diet,16,22.03,352.48,ChocoFranq 10,Catarina Farias,RJ,Online
2024-03-04,Chocolate Com Morango,18,18.74,337.32,ChocoFranq 5,Juliana Pinto,RJ,Franquia
2024-01-12,Chocolate Ao Leite,13,24.93,324.09,ChocoFranq 3,Henrique Araújo,DF,Online
2023-05-26,Chocolate Ao Leite,4,35.2,140.8,ChocoFranq 3,Guilherme Porto,RJ,Online
2023-06-21,Chocolate Com Morango,19,28.75,546.25,ChocoFranq 3,Henrique Araújo,PE,Online
2023-10-14,Chocolate Recheado,8,30.31,242.48,ChocoFranq 4,Isadora Moura,BA,Online
2024-04-06,Chocolate Com Caramelo,10,18.07,180.7,ChocoFranq 3,Kamilly Sales,DF,Franquia
2023-03-17,Chocolate 70% Cacau,11,42.01,462.11,ChocoFranq 7,Rafael Moura,PE,Online
2023-02-15,Chocolate Diet,10,49.49,494.9,ChocoFranq 1,Maria Fernanda Costa,DF,Franquia
2024-01-28,Chocolate Branco,17,5.94,100.98,ChocoFranq 4,Valentina Teixeira,SP,Franquia
2023-03-25,Chocolate 70% Cacau,17,19.56,332.52,ChocoFranq 4,Juliana Farias,RS,Online
2024-02-11,Chocolate Zero Açúcar,3,9.74,29.22,ChocoFranq 4,Alexandre Freitas,DF,Online
2024-04-27,Chocolate Diet,11,21.23,233.53,ChocoFranq 6,Juliana Farias,RS,Franquia
2023-12-25,Chocolate Com Avelã,3,37.97,113.91,ChocoFranq 9,Isadora Moura,SP,Online
2024-01-31,Chocolate Com Castanha,13,7.7,100.1,ChocoFranq 8,Lorenzo Silva,BA,Franquia
2024-01-23,Chocolate Recheado,18,16.95,305.1,ChocoFranq 10,Juliana Pinto,DF,Online
2023-07-31,Chocolate Com Avelã,11,11.22,123.42,ChocoFranq 4,Alexandre Freitas,RS,Online
2023-10-03,Chocolate Com Avelã,19,30.86,586.34,ChocoFranq 10,Sr. Breno Silva,BA,Online
2023-05-12,Chocolate Zero Açúcar,7,14.08,98.56,ChocoFranq 7,Ana Júlia Santos,PE,Franquia
2024-04-13,Chocolate Com Menta,18,8.72,156.96,ChocoFranq 7,Lorenzo Silva,SC,Franquia
2023-08-10,Chocolate Com Caramelo,10,33.71,337.1,ChocoFranq 7,Luiz Gustavo Carvalho,PE,Online
2023-02-08,Chocolate Meio Amargo,20,18.48,369.6,ChocoFranq 9,Catarina Farias,PR,Franquia
2023-03-20,Chocolate Meio Amargo,11,17.98,197.78,ChocoFranq 1,Davi Lucas Costa,CE,Franquia
2023-03-30,Chocolate 70% Cacau,19,9.07,172.33,ChocoFranq 9,Maria Fernanda Costa,SC,Online
2023-07-10,Chocolate Com Avelã,10,48.16,481.6,ChocoFranq 4,Isadora Moura,DF,Franquia
2023-09-10,Chocolate Com Avelã,13,10.36,134.68,ChocoFranq 5,Guilherme Porto,SC,Franquia
2023-06-24,Chocolate Com Menta,1,45.53,45.53,ChocoFranq 8,Rafaela Peixoto,PE,Franquia
2023-09-11,Chocolate Com Caramelo,19,20.36,386.84,ChocoFranq 8,Leandro Moreira,CE,Franquia
2023-05-11,Chocolate Meio Amargo,13,40.58,527.54,ChocoFranq 2,Kamilly Sales,SC,Online
2023-06-01,Chocolate Recheado,4,32.97,131.88,ChocoFranq 5,Calebe Freitas,PR,Online
2023-06-11,Chocolate Com Menta,6,21.52,129.12,ChocoFranq 1,Nicole Rodrigues,BA,Online
2023-12-01,Chocolate Com Morango,12,43.22,518.64,ChocoFranq 2,João Gabriel Cavalcanti,MG,Franquia
2023-08-13,Chocolate Ao Leite,5,28.82,144.1,ChocoFranq 3,Guilherme Porto,SP,Franquia
2023-04-10,Chocolate Vegano,2,35.14,70.28,ChocoFranq 1,Leandro Oliveira,SP,Franquia
2023-02-17,Chocolate Diet,5,35.62,178.1,ChocoFranq 1,Davi Lucca da Cunha,RS,Franquia
2023-02-22,Chocolate 70% Cacau,10,17.36,173.6,ChocoFranq 3,Ana Júlia Santos,RJ,Online
2024-01-06,Chocolate Com Morango,12,44.6,535.2,ChocoFranq 7,Alexandre Freitas,DF,Franquia
2023-07-18,Chocolate Com Castanha,14,22.28,311.92,ChocoFranq 2,Maria Fernanda Costa,CE,Franquia
2023-03-27,Chocolate Com Menta,8,28.94,231.52,ChocoFranq 5,Davi Lucca da Cunha,SC,Online
2023-05-14,Chocolate Com Amêndoas,17,6.35,107.95,ChocoFranq 1,Guilherme Porto,MG,Franquia
2023-06-09,Chocolate Ao Leite,6,10.14,60.84,ChocoFranq 1,Davi Lucca da Cunha,RS,Online
2023-05-04,Chocolate Zero Açúcar,19,46.65,886.35,ChocoFranq 6,Olivia da Mota,SP,Franquia
2024-01-09,Chocolate Meio Amargo,1,10.98,10.98,ChocoFranq 10,Guilherme Porto,CE,Online
2024-03-05,Chocolate Com Menta,16,27.97,447.52,ChocoFranq 6,Lorenzo Silva,CE,Online
2023-03-03,Chocolate 70% Cacau,13,41.81,543.53,ChocoFranq 7,Isadora Moura,CE,Franquia
2023-12-24,Chocolate Zero Açúcar,3,42.66,127.98,ChocoFranq 10,Sr. Breno Silva,PR,Franquia
2023-11-23,Chocolate Com Avelã,19,48.48,921.12,ChocoFranq 2,Ana Júlia Santos,RJ,Franquia
2024-02-15,Chocolate Com Morango,17,43.74,743.58,ChocoFranq 2,Isaac Costa,RS,Online
2023-02-27,Chocolate Diet,5,39.22,196.1,ChocoFranq 2,Kamilly Sales,BA,Online
2023-07-07,Chocolate Com Morango,2,39.97,79.94,ChocoFranq 1,Calebe Freitas,CE,Online
2024-03-18,Chocolate Zero Açúcar,18,39.4,709.2,ChocoFranq 6,João Gabriel Cavalcanti,MG,Online
2023-06-14,Chocolate Zero Açúcar,8,37.09,296.72,ChocoFranq 9,Henrique Araújo,PR,Franquia
2024-03-18,Chocolate Zero Açúcar,15,5.52,82.8,ChocoFranq 2,Nicole Rodrigues,RS,Franquia
2023-12-23,Chocolate Com Amêndoas,8,14.71,117.68,ChocoFranq 10,Guilherme Porto,RJ,Franquia
2023-02-14,Chocolate 70% Cacau,2,43.39,86.78,ChocoFranq 8,Marcela Dias,RJ,Franquia
2023-01-12,Chocolate Com Avelã,19,32.29,613.51,ChocoFranq 5,Guilherme Porto,SC,Franquia
2023-08-28,Chocolate Recheado,20,9.26,185.2,ChocoFranq 6,Calebe Freitas,PE,Franquia
2023-04-11,Chocolate 70% Cacau,8,32.45,259.6,ChocoFranq 6,João Gabriel Cavalcanti,RS,Online
2023-09-04,Chocolate Recheado,14,17.4,243.6,ChocoFranq 1,Isadora Moura,PR,Franquia
2024-02-12,Chocolate Com Amêndoas,5,24.61,123.05,ChocoFranq 6,Catarina Farias,RJ,Online
2023-01-04,Chocolate Diet,7,37.09,259.63,ChocoFranq 10,Juliana Pinto,MG,Online
2023-11-28,Chocolate Meio Amargo,1,44.57,44.57,ChocoFranq 8,Ana Júlia Santos,CE,Franquia
2023-11-01,Chocolate Com Morango,20,31.96,639.2,ChocoFranq 9,Rafael Moura,MG,Franquia
2023-05-26,Chocolate Com Menta,15,19.93,298.95,ChocoFranq 10,Isaac Costa,SC,Franquia
2023-07-17,Chocolate Com Amêndoas,10,37.74,377.4,ChocoFranq 8,Leandro Oliveira,DF,Franquia
2024-05-08,Chocolate Branco,19,31.6,600.4,ChocoFranq 8,Luiz Gustavo Carvalho,CE,Franquia
2024-01-17,Chocolate Com Amêndoas,17,26.29,446.93,ChocoFranq 2,Sr. Breno Silva,PR,Online
2023-01-19,Chocolate Trufado,18,20.93,376.74,ChocoFranq 3,Catarina Farias,BA,Online
2024-01-15,Chocolate Zero Açúcar,3,5.31,15.93,ChocoFranq 4,Valentina Teixeira,RS,Franquia
2023-02-15,Chocolate Com Castanha,17,49.94,848.98,ChocoFranq 7,Marcela Dias,PR,Franquia
2024-03-18,Chocolate Diet,9,6.78,61.02,ChocoFranq 9,Catarina Farias,MG,Online
2024-02-28,Chocolate Vegano,12,43.33,519.96,ChocoFranq 7,Leandro Oliveira,RJ,Franquia
2023-07-02,Chocolate Trufado,15,18.2,273.0,ChocoFranq 3,Sr. Breno Silva,RS,Online
2024-02-16,Chocolate 70% Cacau,14,15.25,213.5,ChocoFranq 2,Henrique Araújo,MG,Franquia
2023-07-01,Chocolate Trufado,15,43.06,645.9,ChocoFranq 7,Luiz Gustavo Carvalho,DF,Franquia
2023-08-13,Chocolate Com Caramelo,11,12.14,133.54,ChocoFranq 7,Leandro Oliveira,MG,Franquia
2023-03-07,Chocolate Recheado,9,7.67,69.03,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,PE,Franquia
2023-07-26,Chocolate Com Avelã,2,22.57,45.14,ChocoFranq 1,Davi Lucca da Cunha,MG,Online
2023-07-23,Chocolate Com Amêndoas,6,28.45,170.7,ChocoFranq 7,Lorenzo Silva,SP,Online
2023-07-19,Chocolate 70% Cacau,15,22.18,332.7,ChocoFranq 3,Leandro Oliveira,SC,Franquia
2024-03-12,Chocolate Trufado,4,9.1,36.4,ChocoFranq 6,Catarina Farias,BA,Franquia
2023-07-01,Chocolate Com Amêndoas,20,14.45,289.0,ChocoFranq 5,Nicolas Rezende,CE,Franquia
2024-01-18,Chocolate Vegano,16,24.45,391.2,ChocoFranq 4,João Gabriel Cavalcanti,PE,Online
2023-03-27,Chocolate Ao Leite,3,48.6,145.8,ChocoFranq 1,Fernando Silva,RS,Franquia
2023-07-01,Chocolate Branco,18,11.7,210.6,ChocoFranq 10,Isaac Costa,SC,Franquia
2023-07-09,Chocolate Com Amêndoas,4,15.13,60.52,ChocoFranq 1,Davi Lucca da Cunha,PE,Online
2023-11-30,Chocolate Vegano,10,35.59,355.9,ChocoFranq 10,Nicolas Rezende,RJ,Online
2023-08-28,Chocolate Branco,7,15.11,105.77,ChocoFranq 10,Olivia da Mota,DF,Franquia
2023-03-29,Chocolate 70% Cacau,14,11.1,155.4,ChocoFranq 3,Henrique Araújo,SP,Franquia
2023-06-08,Chocolate Com Amêndoas,7,28.38,198.66,ChocoFranq 5,Catarina Farias,SC,Franquia
2023-03-19,Chocolate Trufado,2,21.22,42.44,ChocoFranq 9,Isaac Costa,RJ,Franquia
2023-05-08,Chocolate 70% Cacau,20,21.55,431.0,ChocoFranq 10,Fernando Silva,SC,Online
2023-03-15,Chocolate Zero Açúcar,7,19.01,133.07,ChocoFranq 8,Davi Lucca da Cunha,CE,Online
